G1	<grk>Ἀλφα</grk> alpha
G584	<grk>ἀποδείκνυμι</grk> to display
G585	<grk>ἀπόδειξις</grk> demonstration
G586	<grk>ἀποδεκατόω</grk> to tithe
G587	<grk>ἀπόδεκτος</grk> pleasing
G588	<grk>ἀποδέχομαι</grk> to welcome
G589	<grk>ἀποδημέω</grk> to go abroad
G590	<grk>ἀπόδημος</grk> absent
G591	<grk>ἀποδίδωμι</grk> to pay
G592	<grk>ἀποδιορίζω</grk> to divide
G593	<grk>ἀποδοκιμάζω</grk> to reject
G594	<grk>ἀποδοχή</grk> acceptance
G595	<grk>ἀπόθεσις</grk> removal
G596	<grk>ἀποθήκη</grk> storehouse
G597	<grk>ἀποθησαυρίζω</grk> to store up
G598	<grk>ἀποθλίβω</grk> to crowd up to
G599	<grk>ἀποθνήσκω</grk> to die
G600	<grk>ἀποκαθίστημι</grk> to restore
G601	<grk>ἀποκαλύπτω</grk> to reveal
G602	<grk>ἀποκάλυψις</grk> revelation
G603	<grk>ἀποκαραδοκία</grk> eager expectation
G604	<grk>ἀποκαταλλάσσω</grk> to reconcile
G605	<grk>ἀποκατάστασις</grk> restoration
G606	<grk>ἀπόκειμαι</grk> to lay up
G607	<grk>ἀποκεφαλίζω</grk> to behead
G608	<grk>ἀποκλείω</grk> to shut
G609	<grk>ἀποκόπτω</grk> to cut off
G610	<grk>ἀπόκριμα</grk> verdict
G611	<grk>ἀποκρίνω</grk> to answer
G612	<grk>ἀπόκρισις</grk> answer
G613	<grk>ἀποκρύπτω</grk> to conceal
G614	<grk>ἀπόκρυφος</grk> concealed
G615	<grk>ἀποκτείνω</grk> to kill
G616	<grk>ἀποκυέω</grk> to generate
G617	<grk>ἀποκυλίω</grk> to roll away
G618	<grk>ἀπολαμβάνω</grk> to get back
G619	<grk>ἀπόλαυσις</grk> enjoyment
G620	<grk>ἀπολείπω</grk> to leave
G621	<grk>ἀπολείχω</grk> to lick
G622	<grk>ἀπολλύω</grk> to destroy
G623	<grk>Ἀπολλύων</grk> Apollyon
G624	<grk>Ἀπολλωνία</grk> Apollonia
G625	<grk>Ἀπολλῶς</grk> Apollos
G626	<grk>ἀπολογέομαι</grk> to defend oneself
G627	<grk>ἀπολογία</grk> defence
G628	<grk>ἀπολούω</grk> to wash off
G629	<grk>ἀπολύτρωσις</grk> redemption
G630	<grk>ἀπολύω</grk> to release
G631	<grk>ἀπομάσσω</grk> to wipe off
G632	<grk>ἀπονέμω</grk> to render as due
G633	<grk>ἀπονίπτω</grk> to wash off
G634	<grk>ἀποπίπτω</grk> to fall from
G635	<grk>ἀποπλανάω</grk> to mislead
G636	<grk>ἀποπλέω</grk> to set sail
G637	<grk>ἀποπλύνω</grk> to wash off
G638	<grk>ἀποπνίγω</grk> to choke
G639	<grk>ἀπορέω</grk> be perplexed
G640	<grk>ἀπορία</grk> perplexity
G641	<grk>ἀπορρίπτω</grk> to throw off
G642	<grk>ἀπορφανίζω</grk> to orphan
G643	<grk>ἀποσκευάζω</grk> to pack up
G644	<grk>ἀποσκίασμα</grk> shadow
G645	<grk>ἀποσπάω</grk> to draw away
G646	<grk>ἀποστασία</grk> apostasy
G647	<grk>ἀποστάσιον</grk> divorce
G648	<grk>ἀποστεγάζω</grk> to unroof
G649	<grk>ἀποστέλλω</grk> to send
G650	<grk>ἀποστερέω</grk> to defraud
G651	<grk>ἀποστολή</grk> apostleship
G652	<grk>ἀπόστολος</grk> apostle
G653	<grk>ἀποστοματίζω</grk> to interrogate
G654	<grk>ἀποστρέφω</grk> to turn away
G655	<grk>ἀποστυγέω</grk> to abhor
G656	<grk>ἀποσυνάγωγος</grk> excommunicated
G657	<grk>ἀποτάσσω</grk> to leave
G658	<grk>ἀποτελέω</grk> to complete
G659	<grk>ἀποτίθημι</grk> to put aside
G660	<grk>ἀποτινάσσω</grk> to shake off
G661	<grk>ἀποτίνω</grk> to repay
G662	<grk>ἀποτολμάω</grk> be bold
G663	<grk>ἀποτομία</grk> severity
G664	<grk>ἀποτόμως</grk> severely
G665	<grk>ἀποτρέπω</grk> to avoid
G666	<grk>ἀπουσία</grk> absence
G667	<grk>ἀποφέρω</grk> to carry off
G668	<grk>ἀποφεύγω</grk> to escape
G669	<grk>ἀποφθέγγομαι</grk> to declare
G670	<grk>ἀποφορτίζομαι</grk> to unload
G671	<grk>ἀπόχρησις</grk> using up
G672	<grk>ἀποχωρέω</grk> to leave
G673	<grk>ἀποχωρίζω</grk> to separate from
G674	<grk>ἀποψύχω</grk> to faint
G675	<grk>Ἄππιος</grk> Appius
G676	<grk>ἀπρόσιτος</grk> unapproachable
G677	<grk>ἀπρόσκοπος</grk> not giving offence
G678	<grk>ἀπροσωπολήπτως</grk> impartially
G679	<grk>ἄπταιστος</grk> without falling
G680	<grk>ἅπτω</grk> to touch
G681	<grk>ἅπτω</grk> to kindle
G682	<grk>Ἀπφία</grk> Apphia
G683	<grk>ἀπωθέω</grk> to reject
G684	<grk>ἀπώλεια</grk> destruction
G685	<grk>ἀρά</grk> curse
G686	<grk>ἄρα</grk> therefore
G687	<grk>ἆρα</grk> no?
G688	<grk>Ἀραβία</grk> Arabia
G689	<grk>Ἀράμ</grk> Aram
G690	<grk>Ἄραψ</grk> Arabian
G691	<grk>ἀργέω</grk> be idle
G692	<grk>ἀργός</grk> idle
G693	<grk>ἀργύρεος</grk> silver
G694	<grk>ἀργύριον</grk> silver
G695	<grk>ἀργυροκόπος</grk> silversmith
G696	<grk>ἄργυρος</grk> silver
G697	<grk>Ἄρειος Πάγος</grk> Mars' Hill
G698	<grk>Ἀρεοπαγίτης</grk> Areopagite
G699	<grk>ἀρεσκεία</grk> pleasing
G700	<grk>ἀρέσκω</grk> to please
G701	<grk>ἀρεστός</grk> pleasing
G702	<grk>Ἀρέτας</grk> Aretas
G703	<grk>ἀρετή</grk> virtue
G704	<grk>ἀρήν</grk> lamb
G705	<grk>ἀριθμέω</grk> to number
G706	<grk>ἀριθμός</grk> number
G707	<grk>Ἀριμαθαία</grk> Arimathea
G708	<grk>Ἀρίσταρχος</grk> Aristarchus
G709	<grk>ἀριστάω</grk> to eat early meal
G710	<grk>ἀριστερός</grk> left
G711	<grk>Ἀριστόβουλος</grk> Aristobulus
G712	<grk>ἄριστον</grk> early meal
G713	<grk>ἀρκετός</grk> sufficient
G714	<grk>ἀρκέω</grk> be sufficient
G715	<grk>ἄρκτος</grk> bear
G716	<grk>ἅρμα</grk> chariot
G717	<grk>Ἀρμαγεδδών</grk> Armageddon
G718	<grk>ἁρμόζω</grk> to betroth
G719	<grk>ἁρμός</grk> joint
G720	<grk>ἀρνέομαι</grk> to deny
G721	<grk>ἀρνίον</grk> lamb
G722	<grk>ἀροτριάω</grk> to plow
G723	<grk>ἄροτρον</grk> plow
G724	<grk>ἁρπαγή</grk> plunder
G725	<grk>ἁρπαγμός</grk> something to grasp
G726	<grk>ἁρπάζω</grk> to seize
G727	<grk>ἅρπαξ</grk> rapacious
G728	<grk>ἀρραβών</grk> guarantee
G729	<grk>ἄρραφος</grk> seamless
G730	<grk>ἄρρην, ἄρσην</grk> male
G731	<grk>ἄρρητος</grk> inexpressible
G732	<grk>ἄρρωστος</grk> ill
G733	<grk>ἀρσενοκοίτης</grk> sodomy
G734	<grk>Ἀρτεμάς</grk> Artemas
G735	<grk>Ἄρτεμις</grk> Artemis
G736	<grk>ἀρτέμων</grk> foresail
G737	<grk>ἄρτι</grk> now
G738	<grk>ἀρτιγέννητος</grk> newborn
G739	<grk>ἄρτιος</grk> competent
G740	<grk>ἄρτος</grk> bread
G741	<grk>ἀρτύω</grk> to season
G742	<grk>Ἀρφαξάδ</grk> Arphaxad
G743	<grk>ἀρχάγγελος</grk> archangel
G744	<grk>ἀρχαῖος</grk> ancient
G745	<grk>Ἀρχέλαος</grk> Archelaus
G746	<grk>ἀρχή</grk> beginning
G747	<grk>ἀρχηγός</grk> founder
G748	<grk>ἀρχιερατικός</grk> high-priestly
G749	<grk>ἀρχιερεύς</grk> high-priest
G750	<grk>ἀρχιποίμην</grk> chief shepherd
G751	<grk>Ἄρχιππος</grk> Archippus
G752	<grk>ἀρχισυνάγωγος</grk> synagogue leader
G753	<grk>ἀρχιτέκτων</grk> master-builder
G754	<grk>ἀρχιτελώνης</grk> chief tax collector
G755	<grk>ἀρχιτρίκλινος</grk> head waiter
G756	<grk>ἄρχομαι</grk> to rule/begin
G757	<grk>ἄρχω</grk> be first
G758	<grk>ἄρχων</grk> ruler
G759	<grk>ἄρωμα</grk> spices
G760	<grk>Ἀσά</grk> Asa
G761	<grk>ἀσάλευτος</grk> unshakable
G762	<grk>ἄσβεστος</grk> unquenchable
G763	<grk>ἀσέβεια</grk> ungodlinessness
G764	<grk>ἀσεβέω</grk> be ungodly
G765	<grk>ἀσεβής</grk> ungodly
G766	<grk>ἀσέλγεια</grk> debauchery
G767	<grk>ἄσημος</grk> insignificant
G768	<grk>Ἀσήρ</grk> Asher
G769	<grk>ἀσθένεια</grk> weakness
G770	<grk>ἀσθενέω</grk> be weak
G771	<grk>ἀσθένημα</grk> weakness
G772	<grk>ἀσθενής</grk> weak
G773	<grk>Ἀσία</grk> Asia
G774	<grk>Ἀσιανός</grk> Asian
G775	<grk>Ἀσιάρχης</grk> Asiarch
G776	<grk>ἀσιτία</grk> fasting
G777	<grk>ἄσιτος</grk> fasting
G778	<grk>ἀσκέω</grk> to strive
G779	<grk>ἀσκός</grk> wineskin
G780	<grk>ἀσμένως</grk> gladly
G781	<grk>ἄσοφος</grk> unwise
G782	<grk>ἀσπάζομαι</grk> to pay respects to
G783	<grk>ἀσπασμός</grk> salutation
G784	<grk>ἄσπιλος</grk> spotless
G785	<grk>ἀσπίς</grk> asp
G786	<grk>ἄσπονδος</grk> irreconcilable
G787	<grk>ἀσσάριον</grk> assarion
G788	<grk>ἆσσον</grk> nearer
G789	<grk>Ἄσσος</grk> Assos
G790	<grk>ἀστατέω</grk> be unsettled
G791	<grk>ἀστεῖος</grk> beautiful
G792	<grk>ἀστήρ</grk> star
G793	<grk>ἀστήρικτος</grk> unstable
G794	<grk>ἄστοργος</grk> unfeeling
G795	<grk>ἀστοχέω</grk> to deviate
G796	<grk>ἀστραπή</grk> lightning
G797	<grk>ἀστράπτω</grk> to flash
G798	<grk>ἄστρον</grk> star
G799	<grk>Ἀσύγκριτος</grk> Asyncritus
G800	<grk>ἀσύμφωνος</grk> discordant
G801	<grk>ἀσύνετος</grk> senseless
G802	<grk>ἀσύνθετος</grk> untrustworthy
G803	<grk>ἀσφάλεια</grk> security
G804	<grk>ἀσφαλής</grk> secure
G805	<grk>ἀσφαλίζω</grk> to secure
G806	<grk>ἀσφαλῶς</grk> securely
G807	<grk>ἀσχημονέω</grk> to act improperly
G808	<grk>ἀσχημοσύνη</grk> indecency
G809	<grk>ἀσχήμων</grk> indecent
G810	<grk>ἀσωτία</grk> debauchery
G811	<grk>ἀσώτως</grk> in debauchery
G812	<grk>ἀτακτέω</grk> be idle
G813	<grk>ἄτακτος</grk> disorderly
G814	<grk>ἀτάκτως</grk> idly
G815	<grk>ἄτεκνος</grk> childless
G816	<grk>ἀτενίζω</grk> to gaze
G817	<grk>ἄτερ</grk> without
G818	<grk>ἀτιμάζω</grk> to dishonor
G819	<grk>ἀτιμία</grk> dishonour
G820	<grk>ἄτιμος</grk> dishonored
G821	<grk>ἀτιμόω</grk> to dishonor
G822	<grk>ἀτμίς</grk> vapor
G823	<grk>ἄτομος</grk> instant
G824	<grk>ἄτοπος</grk> wrong
G825	<grk>Ἀττάλεια</grk> Attalia
G826	<grk>αὐγάζω</grk> to see
G827	<grk>αὐγή</grk> daybreak
G828	<grk>Αὔγουστος</grk> Augustus
G829	<grk>αὐθάδης</grk> self-willed
G830	<grk>αὐθαίρετος</grk> self-chosen
G831	<grk>αὐθεντέω</grk> to domineer
G832	<grk>αὐλέω</grk> to play the flute
G833	<grk>αὐλή</grk> palace/courtyard
G834	<grk>αὐλητής</grk> flute player
G835	<grk>αὐλίζομαι</grk> to spend the night
G836	<grk>αὐλός</grk> flute
G837	<grk>αὐξάνω</grk> to grow
G838	<grk>αὔξησις</grk> growth
G839	<grk>αὔριον</grk> tomorrow
G840	<grk>αὐστηρός</grk> severe
G841	<grk>αὐτάρκεια</grk> self-sufficiency
G842	<grk>αὐτάρκης</grk> self-sufficient
G843	<grk>αὐτοκατάκριτος</grk> self-condemned
G844	<grk>αὐτόματος</grk> by itself
G845	<grk>αὐτόπτης</grk> eyewitness
G846	<grk>αὐτός</grk> he/she/it/self
G847	<grk>αὐτοῦ</grk> there
G848	<grk>αὑτοῦ</grk> him/herself
G849	<grk>αὐτόχειρ</grk> with one’s own hand
G850	<grk>αὐχμηρός</grk> dingy
G851	<grk>ἀφαιρέω</grk> to remove
G852	<grk>ἀφανής</grk> hidden
G853	<grk>ἀφανίζω</grk> to destroy
G854	<grk>ἀφανισμός</grk> disappearance
G855	<grk>ἄφαντος</grk> disappearing
G856	<grk>ἀφεδρών</grk> latrine
G857	<grk>ἀφειδία</grk> unsparing
G858	<grk>ἀφελότης</grk> sincerity
G859	<grk>ἄφεσις</grk> forgiveness
G860	<grk>ἁφή</grk> joint
G861	<grk>ἀφθαρσία</grk> incorruptibility
G862	<grk>ἄφθαρτος</grk> incorruptible
G863	<grk>ἀφίημι</grk> to release
G864	<grk>ἀφικνέομαι</grk> to reach
G865	<grk>ἀφιλάγαθος</grk> hating good
G866	<grk>ἀφιλάργυρος</grk> not greedy
G867	<grk>ἄφιξις</grk> departure
G868	<grk>ἀφίστημι</grk> to leave
G869	<grk>ἄφνω</grk> suddenly
G870	<grk>ἀφόβως</grk> fearlessly
G871	<grk>ἀφομοιόω</grk> to make like
G872	<grk>ἀφοράω</grk> to consider
G873	<grk>ἀφορίζω</grk> to separate
G874	<grk>ἀφορμή</grk> opportunity
G875	<grk>ἀφρίζω</grk> to foam
G876	<grk>ἀφρός</grk> foam
G877	<grk>ἀφροσύνη</grk> foolishness
G878	<grk>ἄφρων</grk> foolish
G879	<grk>ἀφυπνόω</grk> to fall sleep
G880	<grk>ἄφωνος</grk> mute
G881	<grk>Ἀχάζ</grk> Ahaz
G882	<grk>Ἀχαΐα</grk> Achaia
G883	<grk>Ἀχαϊκός</grk> Achaicus
G884	<grk>ἀχάριστος</grk> ungrateful
G885	<grk>Ἀχείμ</grk> Akim
G886	<grk>ἀχειροποίητος</grk> not man-made
G887	<grk>ἀχλύς</grk> mist
G888	<grk>ἀχρεῖος</grk> worthless
G889	<grk>ἀχρειόω</grk> to make worthless
G890	<grk>ἄχρηστος</grk> useless
G891	<grk>ἄχρι</grk> until
G892	<grk>ἄχυρον</grk> chaff
G893	<grk>ἀψευδής</grk> not a liar
G894	<grk>ἄψινθος</grk> wormwood
G895	<grk>ἄψυχος</grk> lifeless
G896	<grk>Βάαλ</grk> Baal
G897	<grk>Βαβυλών</grk> Babylon
G898	<grk>βαθμός</grk> standing
G899	<grk>βάθος</grk> depth
G900	<grk>βαθύνω</grk> to dig deep
G901	<grk>βαθύς</grk> deep
G902	<grk>βαΐον</grk> palm branch
G903	<grk>Βαλαάμ</grk> Balaam
G904	<grk>Βαλάκ</grk> Balak
G905	<grk>βαλλάντιον</grk> purse
G906	<grk>βάλλω</grk> to throw
G907	<grk>βαπτίζω</grk> to baptize
G908	<grk>βάπτισμα</grk> baptism
G909	<grk>βαπτισμός</grk> baptism
G910	<grk>Βαπτιστής</grk> one who baptizes
G911	<grk>βάπτω</grk> to dip
G912	<grk>Βαραββᾶς</grk> Barabbas
G913	<grk>Βαράκ</grk> Barak
G914	<grk>Βαραχίας</grk> Berekiah
G915	<grk>βάρβαρος</grk> barbarian
G916	<grk>βαρέω</grk> to burden
G917	<grk>βαρέως</grk> difficultly
G918	<grk>Βαρθολομαῖος</grk> Bartholomew
G919	<grk>Βαριησοῦς</grk> Bar-Jesus
G920	<grk>Βαριωνᾶς</grk> son of Jonas
G921	<grk>Βαρνάβας</grk> Barnabas
G922	<grk>βάρος</grk> burden
G923	<grk>Βαρσαβᾶς</grk> Barsabbas
G924	<grk>Βαρτιμαῖος</grk> Bartimaeus
G925	<grk>βαρύνω</grk> to weigh down
G926	<grk>βαρύς</grk> weighty
G927	<grk>βαρύτιμος</grk> expensive
G928	<grk>βασανίζω</grk> to torture
G929	<grk>βασανισμός</grk> torment
G930	<grk>βασανιστής</grk> torturer
G931	<grk>βάσανος</grk> torment
G932	<grk>βασιλεία</grk> kingdom
G933	<grk>βασίλειον</grk> palace
G934	<grk>βασίλειος</grk> kingly
G935	<grk>βασιλεύς</grk> king
G936	<grk>βασιλεύω</grk> to reign
G937	<grk>βασιλικός</grk> royal
G938	<grk>βασίλισσα</grk> queen
G939	<grk>βάσις</grk> foot
G940	<grk>βασκαίνω</grk> to bewitch
G941	<grk>βαστάζω</grk> to carry
G942	<grk>βάτος</grk> thorn bush
G943	<grk>βάτος</grk> bath
G944	<grk>βάτραχος</grk> frog
G945	<grk>βαττολογέω</grk> to babble
G946	<grk>βδέλυγμα</grk> abomination
G947	<grk>βδελυκτός</grk> abominable
G948	<grk>βδελύσσομαι</grk> to abhor
G949	<grk>βέβαιος</grk> firm
G950	<grk>βεβαιόω</grk> to confirm
G951	<grk>βεβαίωσις</grk> confirmation
G952	<grk>βέβηλος</grk> profane
G953	<grk>βεβηλόω</grk> to profane
G954	<grk>Βεελζεβούλ</grk> Beelzebub
G955	<grk>Βελίαλ</grk> Belial
G956	<grk>βέλος</grk> arrow
G957	<grk>βελτίων</grk> better
G958	<grk>Βενιαμίν</grk> Benjamin
G959	<grk>Βερνίκη</grk> Bernice
G960	<grk>Βέροια</grk> Berea
G961	<grk>Βεροιαῖος</grk> Berean
G962	<grk>Βηθαβαρά</grk> Bethabara
G963	<grk>Βηθανία</grk> Bethany
G964	<grk>Βηθεσδά</grk> Bethesda
G965	<grk>Βηθλεέμ</grk> Bethlehem
G966	<grk>Βηθσαϊδά</grk> Bethsaida
G967	<grk>Βηθφαγή</grk> Bethphage
G968	<grk>βῆμα</grk> judgement seat
G969	<grk>βήρυλλος</grk> beryl
G970	<grk>βία</grk> force
G971	<grk>βιάζω</grk> to force
G972	<grk>βίαιος</grk> strong
G973	<grk>βιαστής</grk> forceful person
G974	<grk>βιβλαρίδιον</grk> little scroll
G975	<grk>βιβλίον</grk> scroll
G976	<grk>βίβλος</grk> book
G977	<grk>βιβρώσκω</grk> to eat
G978	<grk>Βιθυνία</grk> Bithynia
G979	<grk>βίος</grk> life
G980	<grk>βιόω</grk> to live
G981	<grk>βίωσις</grk> lifestyle
G982	<grk>βιωτικός</grk> of this life
G983	<grk>βλαβερός</grk> harmful
G984	<grk>βλάπτω</grk> to hurt
G985	<grk>βλαστάνω</grk> to sprout
G986	<grk>Βλάστος</grk> Blastus
G987	<grk>βλασφημέω</grk> to blaspheme
G988	<grk>βλασφημία</grk> blasphemy
G989	<grk>βλάσφημος</grk> blasphemous
G990	<grk>βλέμμα</grk> a look
G991	<grk>βλέπω</grk> to see
G992	<grk>βλητέον</grk> must be put
G993	<grk>Βοανεργές</grk> Boanerges
G994	<grk>βοάω</grk> to cry out
G995	<grk>βοή</grk> outcry
G996	<grk>βοήθεια</grk> help
G997	<grk>βοηθέω</grk> to help
G998	<grk>βοηθός</grk> a helper
G999	<grk>βόθυνος</grk> pit
G1000	<grk>βολή</grk> throwing
G1001	<grk>βολίζω</grk> to sound
G1002	<grk>βολίς</grk> arrow
G1003	<grk>Βοόζ</grk> Boaz
G1004	<grk>βόρβορος</grk> mire
G1005	<grk>βορρᾶς</grk> the north
