G1	Ἀλφα alpha
G879	ἀφυπνόω to fall sleep
G880	ἄφωνος mute
G881	Ἀχάζ Ahaz
G882	Ἀχαΐα Achaia
G883	Ἀχαϊκός Achaicus
G884	ἀχάριστος ungrateful
G885	Ἀχείμ Akim
G886	ἀχειροποίητος not man-made
G887	ἀχλύς mist
G888	ἀχρεῖος worthless
G889	ἀχρειόω to make worthless
G890	ἄχρηστος useless
G891	ἄχρι until
G892	ἄχυρον chaff
G893	ἀψευδής not a liar
G894	ἄψινθος wormwood
G895	ἄψυχος lifeless
G896	Βάαλ Baal
G897	Βαβυλών Babylon
G898	βαθμός standing
G899	βάθος depth
G900	βαθύνω to dig deep
G901	βαθύς deep
G902	βαΐον palm branch
G903	Βαλαάμ Balaam
G904	Βαλάκ Balak
G905	βαλλάντιον purse
G906	βάλλω to throw
G907	βαπτίζω to baptize
G908	βάπτισμα baptism
G909	βαπτισμός baptism
G910	Βαπτιστής one who baptizes
G911	βάπτω to dip
G912	Βαραββᾶς Barabbas
G913	Βαράκ Barak
G914	Βαραχίας Berekiah
G915	βάρβαρος barbarian
G916	βαρέω to burden
G917	βαρέως difficultly
G918	Βαρθολομαῖος Bartholomew
G919	Βαριησοῦς Bar-Jesus
G920	Βαριωνᾶς son of Jonas
G921	Βαρνάβας Barnabas
G922	βάρος burden
G923	Βαρσαβᾶς Barsabbas
G924	Βαρτιμαῖος Bartimaeus
G925	βαρύνω to weigh down
G926	βαρύς weighty
G927	βαρύτιμος expensive
G928	βασανίζω to torture
G929	βασανισμός torment
G930	βασανιστής torturer
G931	βάσανος torment
G932	βασιλεία kingdom
G933	βασίλειον palace
G934	βασίλειος kingly
G935	βασιλεύς king
G936	βασιλεύω to reign
G937	βασιλικός royal
G938	βασίλισσα queen
G939	βάσις foot
G940	βασκαίνω to bewitch
G941	βαστάζω to carry
G942	βάτος thorn bush
G943	βάτος bath
G944	βάτραχος frog
G945	βαττολογέω to babble
G946	βδέλυγμα abomination
G947	βδελυκτός abominable
G948	βδελύσσομαι to abhor
G949	βέβαιος firm
G950	βεβαιόω to confirm
G951	βεβαίωσις confirmation
G952	βέβηλος profane
G953	βεβηλόω to profane
G954	Βεελζεβούλ Beelzebub
G955	Βελίαλ Belial
G956	βέλος arrow
G957	βελτίων better
G958	Βενιαμίν Benjamin
G959	Βερνίκη Bernice
G960	Βέροια Berea
G961	Βεροιαῖος Berean
G962	Βηθαβαρά Bethabara
G963	Βηθανία Bethany
G964	Βηθεσδά Bethesda
G965	Βηθλεέμ Bethlehem
G966	Βηθσαϊδά Bethsaida
G967	Βηθφαγή Bethphage
G968	βῆμα judgement seat
G969	βήρυλλος beryl
G970	βία force
G971	βιάζω to force
G972	βίαιος strong
G973	βιαστής forceful person
G974	βιβλαρίδιον little scroll
G975	βιβλίον scroll
G976	βίβλος book
G977	βιβρώσκω to eat
G978	Βιθυνία Bithynia
G979	βίος life
G980	βιόω to live
G981	βίωσις lifestyle
G982	βιωτικός of this life
G983	βλαβερός harmful
G984	βλάπτω to hurt
G985	βλαστάνω to sprout
G986	Βλάστος Blastus
G987	βλασφημέω to blaspheme
G988	βλασφημία blasphemy
G989	βλάσφημος blasphemous
G990	βλέμμα a look
G991	βλέπω to see
G992	βλητέον must be put
G993	Βοανεργές Boanerges
G994	βοάω to cry out
G995	βοή outcry
G996	βοήθεια help
G997	βοηθέω to help
G998	βοηθός a helper
G999	βόθυνος pit
G1000	βολή throwing
G1001	βολίζω to sound
G1002	βολίς arrow
G1003	Βοόζ Boaz
G1004	βόρβορος mire
G1005	βορρᾶς the north
G1006	βόσκω to feed
G1007	Βοσόρ, Βεώρ Beor
G1008	βοτάνη crop
G1009	βότρυς bunch of grapes
G1010	βουλευτής member of a council
G1011	βουλεύω to plan
G1012	βουλή plan
G1013	βούλημα plan
G1014	βούλομαι to plan
G1015	βουνός hill
G1016	βοῦς ox
G1017	βραβεῖον prize
G1018	βραβεύω to rule
G1019	βραδύνω to delay
G1020	βραδυπλοέω to sail slowly
G1021	βραδύς slow
G1022	βραδύτης slowness
G1023	βραχίων arm
G1024	βραχύς little
G1025	βρέφος infant
G1026	βρέχω to rain down
G1027	βροντή thunder
G1028	βροχή rain
G1029	βρόχος restraint
G1030	βρυγμός gnashing
G1031	βρύχω to gnash
G1032	βρύω to pour
G1033	βρῶμα food
G1034	βρώσιμος edible
G1035	βρῶσις eating
G1036	βυθίζω to sink
G1037	βυθός the deep
G1038	βυρσεύς tanner
G1039	βύσσινος fine linen
G1040	βύσσος fine linen
G1041	βωμός altar
G1042	γαββαθά Gabbatha
G1043	Γαβριήλ Gabriel
G1044	γάγγραινα gangrene
G1045	Γάδ Gad
G1046	Γαδαρηνός Gadarene
G1047	γάζα treasury
G1048	Γάζα Gazah
G1049	γαζοφυλάκιον treasury
G1050	Γάϊος Gaius
G1051	γάλα milk
G1052	Γαλάτης Galatian
G1053	Γαλατία Galatia
G1054	Γαλατικός Galatian
G1055	γαλήνη calm
G1056	Γαλιλαία Galilee
G1057	Γαλιλαῖος Galilean
G1058	Γαλλίων Gallio
G1059	Γαμαλιήλ Gamaliel
G1060	γαμέω to marry
G1061	γαμίσκω, γαμίζω to give in marriage
G1062	γάμος wedding
G1063	γάρ for
G1064	γαστήρ belly
G1065	γέ indeed
G1066	Γεδεών Gideon
G1067	γέεννα Gehenna
G1068	Γεθσημανῆ Gethsemane
G1069	γείτων neighbour
G1070	γελάω to laugh
G1071	γέλως laughter
G1072	γεμίζω to fill
G1073	γέμω be full
G1074	γενεά generation
G1075	γενεαλογέω to trace genealogy
G1076	γενεαλογία genealogy
G1077	γενέσια, γενέθλιος birthday
G1078	γένεσις origin
G1079	γενετή birth
G1080	γεννάω to beget
G1081	γέννημα, γένημα offspring
G1082	Γεννησαρέτ Gennesaret
G1083	γέννησις birth
G1084	γεννητός born
G1085	γένος family
G1086	Γεργεσηνός, Γερασηνός Gerasene
G1087	γερουσία council of elders
G1088	γέρων an old man
G1089	γεύω to taste
G1090	γεωργέω to farm
G1091	γεώργιον farm field
G1092	γεωργός farmer
G1093	γῆ earth
G1094	γῆρας old age
G1095	γηράσκω to grow old
G1096	γίνομαι to be
G1097	γινώσκω to know
G1098	γλεῦκος sweet wine
G1099	γλυκύς sweet
G1100	γλῶσσα tongue
G1101	γλωσσόκομον moneybag
G1102	γναφεύς one who bleaches
G1103	γνήσιος genuine
G1104	γνησίως genuinely
G1105	γνόφος darkness
G1106	γνώμη resolution
G1107	γνωρίζω to make known
G1108	γνῶσις knowledge
G1109	γνώστης expert in
G1110	γνωστός, γνώριμος acquainted with
G1111	γογγύζω to murmur
G1112	γογγυσμός murmuring
G1113	γογγυστής a murmurer
G1114	γόης imposter
G1115	Γολγοθᾶ Golgotha
G1116	Γόμορρα Gomorrah
G1117	γόμος cargo
G1118	γονεύς parent
G1119	γόνυ a knee
G1120	γονυπετέω to kneel
G1121	γράμμα something written
G1122	γραμματεύς scribe
G1123	γραπτός written
G1124	γραφή a writing
G1125	γράφω to write
G1126	γραώδης old wives’ tale
G1127	γρηγορέω to keep watch
G1128	γυμνάζω to train
G1129	γυμνασία training
G1130	γυμνητεύω, γυμνιτεύω be naked
G1131	γυμνός naked
G1132	γυμνότης nakedness
G1133	γυναικάριον weak-willed woman
G1134	γυναικεῖος feminine
G1135	γυνή woman
G1136	Γώγ Gog
G1137	γωνία corner
G1138	Δαυείδ, Δαυίδ, Δαβίδ David
G1139	δαιμονίζομαι be demonised
G1140	δαιμόνιον demon
G1141	δαιμονιώδης demonic
G1142	δαίμων demon
G1143	δάκνω to bite
G1144	δάκρυ, δάκρυον teardrop
G1145	δακρύω to weep
G1146	δακτύλιος ring
G1147	δάκτυλος finger
G1148	Δαλμανουθά Dalmanutha
G1149	Δαλματία Dalmatia
G1150	δαμάζω to tame
G1151	δάμαλις heifer
G1152	Δάμαρις Damaris
G1153	Δαμασκηνός from Damascus
G1154	Δαμασκός Damascus
G1155	δανείζω to lend/borrow
G1156	δάνειον debt
G1157	δανειστής moneylender
G1158	Δανιήλ Daniel
G1159	δαπανάω to spend
G1160	δαπάνη cost
G1161	δέ but/and
G1162	δέησις prayer
G1163	δεῖ be necessary
G1164	δεῖγμα example
G1165	δειγματίζω to disgrace
G1166	δεικνύω to show
G1167	δειλία timidity
G1168	δειλιάω be timid
G1169	δειλός timid
G1170	δεῖνα a certain one
G1171	δεινῶς terribly
G1172	δειπνέω to dine
G1173	δεῖπνον dinner
G1174	δεισιδαίμων religious
G1175	δεισιδαιμονία religion
G1176	δέκα ten
G1177	δεκαδύο twelve
G1178	δεκαπέντε fifteen
G1179	Δεκάπολις Decapolis
G1180	δεκατέσσαρες fourteen
G1181	δεκάτη tenth
G1182	δέκατος tenth
G1183	δεκατόω to tithe
G1184	δεκτός acceptable
G1185	δελεάζω to entice
G1186	δένδρον tree
G1187	δεξιολάβος slinger
G1188	δεξιός right
G1189	δέομαι to pray
G1190	Δερβαῖος from Derbe
G1191	Δέρβη Derbe
G1192	δέρμα leather
G1193	δερμάτινος made of leather
G1194	δέρω to beat up
G1195	δεσμεύω to bind
G1196	δεσμέω to bind
G1197	δέσμη bundle
G1198	δέσμιος prisoner
G1199	δεσμός chain
G1200	δεσμοφύλαξ jailer
G1201	δεσμωτήριον prison
G1202	δεσμώτης prisoner
G1203	δεσπότης master
G1204	δεῦρο come
G1205	δεῦτε come
G1206	δευτεραῖος the next day
G1207	δευτερόπρωτος second-first
G1208	δεύτερος secondly
G1209	δέχομαι to receive
G1210	δέω to bind
G1211	δή so
G1212	δῆλος clear
G1213	δηλόω to make clear
G1214	Δημᾶς Demas
G1215	δημηγορέω to give a speech
G1216	Δημήτριος Demetrius
G1217	δημιουργός builder
G1218	δῆμος people
G1219	δημόσιος public
G1220	δηνάριον denarius
G1221	δήποτε whatever
G1222	δήπου surely
G1223	διά through/because of
G1224	διαβαίνω to cross
G1225	διαβάλλω to accuse
G1226	διαβεβαιόω to insist
G1227	διαβλέπω to see clearly
G1228	διάβολος devilish/the Devil
G1229	διαγγέλλω to proclaim
G1230	διαγίνομαι to pass
G1231	διαγινώσκω to decide
G1232	διαγνωρίζω to report
G1233	διάγνωσις decision
G1234	διαγογγύζω to murmur
G1235	διαγρηγορέω to wake
G1236	διάγω to live
G1237	διαδέχομαι to receive in turn
G1238	διάδημα diadem
G1239	διαδίδωμι to distribute
G1240	διάδοχος successor
G1241	διαζώννυμι to tie around
G1242	διαθήκη covenant
G1243	διαίρεσις variety
G1244	διαιρέω to distribute
G1245	διακαθαρίζω to clear out
G1246	διακατελέγχομαι to refute
G1247	διακονέω to serve
G1248	διακονία service
G1249	διάκονος servant
G1250	διακόσιοι two hundred
G1251	διακούω to give a hearing
G1252	διακρίνω to judge/doubt
G1253	διάκρισις discernment
G1254	διακωλύω to hinder
G1255	διαλαλέω to discuss
G1256	διαλέγω to dispute
G1257	διαλείπω to stop
G1258	διάλεκτος language
G1259	διαλλάσσω be reconciled
G1260	διαλογίζομαι to reason
G1261	διαλογισμός reasoning
G1262	διαλύω to disperse
G1263	διαμαρτύρομαι to testify solemnly
G1264	διαμάχομαι to contend sharply
G1265	διαμένω to remain
G1266	διαμερίζω to divide
G1267	διαμερισμός division
G1268	διανέμω to spread
G1269	διανεύω to signify
G1270	διανόημα thought
G1271	διάνοια mind
G1272	διανοίγω to open
G1273	διανυκτερεύω to spend the night
G1274	διανύω to continue
G1275	διαπαντός always
G1276	διαπεράω to cross
G1277	διαπλέω to sail across
G1278	διαπονέω be vexed
G1279	διαπορεύω to go through
G1280	διαπορέω be perplexed
G1281	διαπραγματεύομαι to gain in trade
G1282	διαπρίω be furious
G1283	διαρπάζω to rob
G1284	διαρρήγνυμι to tear
G1285	διασαφέω to explain
G1286	διασείω to extort
G1287	διασκορπίζω to scatter
G1288	διασπάω to tear apart
G1289	διασπείρω to scatter
G1290	διασπορά dispersion
G1291	διαστέλλω to give orders
G1292	διάστημα interval
G1293	διαστολή distinction
G1294	διαστρέφω to pervert
G1295	διασῴζω to save
G1296	διαταγή ordinance
G1297	διάταγμα edict
G1298	διαταράσσω to trouble
G1299	διατάσσω to direct
G1300	διατελέω to continue
G1301	διατηρέω to keep
G1302	διατί why?
G1303	διατίθημι to make a covenant
G1304	διατρίβω to remain
G1305	διατροφή food
G1306	διαυγάζω to shine through
G1307	διαφανής transparent
G1308	διαφέρω to spread/surpass
G1309	διαφεύγω to escape
G1310	διαφημίζω to publish abroad
G1311	διαφθείρω to corrupt
G1312	διαφθορά decay
G1313	διάφορος different
G1314	διαφυλάσσω to protect
G1315	διαχειρίζω to kill
G1316	διαχωρίζω be separated
G1317	διδακτικός able to teach
G1318	διδακτός taught
G1319	διδασκαλία teaching
G1320	διδάσκαλος teacher
G1321	διδάσκω to teach
G1322	διδαχή teaching
G1323	δίδραχμος two-drachma
G1324	Δίδυμος Didymus
G1325	δίδωμι to give
G1326	διεγείρω to arouse
G1327	διέξοδος thoroughfare
G1328	διερμηνευτής interpreter
G1329	διερμηνεύω to interpret
G1330	διέρχομαι to pass through
G1331	διερωτάω to ascertain
G1332	διετής two years old
G1333	διετία two years
G1334	διηγέομαι to relate fully
G1335	διήγησις narrative
G1336	διηνεκής perpetual
G1337	διθάλασσος sandbar
G1338	διϊκνέομαι to penetrate
G1339	διΐστημι to pass
G1340	διϊσχυρίζομαι to insist
G1341	δικαιοκρισία justice
G1342	δίκαιος just
G1343	δικαιοσύνη righteousness
G1344	δικαιόω to justify
G1345	δικαίωμα righteous act
G1346	δικαίως rightly
G1347	δικαίωσις justification
G1348	δικαστής judge
G1349	δίκη condemnation
G1350	δίκτυον net
G1351	δίλογος insincere
G1352	διό therefore
G1353	διοδεύω to go through
G1354	Διονύσιος Dionysius
G1355	διόπερ therefore
G1356	διοπετής fallen from heaven
G1357	διόρθωσις reformation
G1358	διορύσσω to break in
G1359	Διόσκουροι the twin gods
G1360	διότι because
G1361	Διοτρεφής Diotrephes
G1362	διπλοῦς double
G1363	διπλόω to double
G1364	δίς twice
