OGNTsort	NET2
002284	Do not
002285	by
002286	
002287	head,
002288	your
002289	take an oath
002290	
002291	because you are not
002292	able
002293	one
002294	hair
002295	white
002296	to make
002297	or
002298	black.
002299	Let
002300	
002301	
002302	word
002303	your
002304	‘Yes,
002305	yes’
002306	or ‘No,
002307	no.’
002308	
002309	
002310	More than
002311	this is
002312	from
002313	
002314	the evil one.
002315	be
002316	“You have heard
002317	
002318	that it was said,
002319	‘An eye
002320	for
002321	an eye
002322	
002323	and a tooth
002324	for
002325	a tooth.’
002326	
002327	But
002328	I say to you,
002329	
002330	do not
002331	resist
002332	
002333	the evildoer.
002334	But
002335	whoever
002336	
002337	strikes you
002338	on
002339	
002340	the right
002341	cheek,
002342	
002343	turn
002344	
002345	
002346	
002347	the other to him as well.
002348	
002349	
002350	And if someone wants
002351	
002352	to sue
002353	
002354	
002355	your tunic,
002356	
002357	you and take
002358	let him
002359	
002360	
002361	
002362	have your coat also.
002363	
002364	And if anyone
002365	
002366	forces
002367	mile,
002368	one
002369	you to go
002370	go with him
002371	
002372	two.
002373	
002374	to the one who asks you,
002375	
002376	Give
002377	
002378	
002379	the one who wants
002380	from you.
002381	
002382	to borrow
002383	and do not
002384	reject
002385	“You have heard
002386	
002387	that it was said,
002388	‘Love
002389	
002390	neighbor’
002391	your
002392	
002393	and ‘hate
002394	
002395	your enemy.’
002396	
002397	
002398	But
002399	I say to you,
002400	
002401	love
002402	
002403	your enemy
002404	
002405	
002406	and pray
002407	for
002408	
002409	those who persecute you,
002410	
002411	so that
002412	you may be
002413	like
002414	
002415	your Father
002416	
002417	
002418	in
002419	heaven,
002420	
002421	
002422	since he causes the sun
002423	
002424	to rise
002425	on
002426	the evil
002427	
002428	and the good,
002429	
002430	and sends rain
002431	on
002432	the righteous
002433	
002434	and the unrighteous.
002435	if
002436	For
002437	you love
002438	
002439	those who love
002440	you,
002441	what
002442	reward
002443	do you have?
002444	Even
002445	
002446	
002447	the tax collectors
002448	the
002449	same, don’t they?
002450	do
002451	
002452	And if
002453	greet
002454	
002455	your brothers,
002456	
002457	you only
002458	what
002459	more
002460	do you do?
002461	Even
002462	
002463	
002464	the Gentiles do
002465	the
002466	same,
002467	don’t they?
002468	be
002469	So then,
002470	
002471	perfect,
002472	as
002473	
002474	Father
002475	
002476	
002477	your heavenly
002478	perfect.
002479	is
002480	“Be careful
002481	
002482	
002483	your righteousness
002484	
002485	not
002486	to display
002487	by
002488	
002489	people.
002490	
002491	
002492	merely to be seen
002493	
002494	
002495	
002496	
002497	Otherwise
002498	reward
002499	no
002500	you have
002501	with
002502	
002503	your Father
002504	
002505	
002506	in
002507	
002508	heaven.
002509	whenever
002510	Thus
002511	you do
002512	charitable giving,
002513	do not
002514	blow a trumpet
002515	before you,
002516	
002517	as
002518	
002519	the hypocrites
002520	do
002521	in
002522	
002523	synagogues
002524	
002525	and on
002526	
002527	streets
002528	so that
002529	will praise them.
002530	
002531	
002532	people
002533	the truth,
002534	I tell
002535	you
002536	they have
002537	
002538	their reward!
002539	
002540	
002541	But
002542	when you do
002543	your giving,
002544	do not
002545	know
002546	
002547	let your left hand
002548	
002549	what
002550	is doing,
002551	
002552	your right hand
002553	
002554	so that
002555	
002556	
002557	
002558	your gift
002559	may be in
002560	
002561	secret.
002562	
002563	
002564	And your Father,
002565	
002566	
002567	who sees
002568	in
002569	
002570	secret,
002571	will reward you.
002572	
002573	
002574	“Whenever
002575	you pray,
002576	do not
002577	be
002578	like
002579	
002580	the hypocrites,
002581	
002582	because they love
002583	in
002584	
002585	synagogues
002586	
002587	and on
002588	
002589	corners
002590	
002591	street
002592	while standing
002593	to pray
002594	so that
002595	can see
002596	
002597	people
002598	them. Truly
002599	I say to you,
002600	
002601	they have
002602	
002603	their reward!
002604	
002605	
002606	But
002607	whenever
002608	you pray,
002609	go
002610	into
002611	
002612	your inner room,
002613	
002614	
002615	close
002616	
002617	the door,
002618	
002619	and pray
002620	
002621	to your Father
002622	
002623	
002624	in
002625	
002626	secret.
002627	
002628	
002629	And your Father,
002630	
002631	
002632	who sees
002633	in
002634	
002635	secret,
002636	will reward you.
002637	
002638	When you pray,
002639	
002640	do not
002641	babble repetitiously
002642	like
002643	
002644	the Gentiles,
002645	they think
002646	because
002647	
002648	that by
002649	
002650	their many words
002651	
002652	they will be heard.
002653	Do not
002654	
002655	be like them,
002656	
002657	knows
002658	for
002659	
002660	Father
002661	your
002662	what
002663	need
002664	you
002665	before
002666	
002667	
002668	you ask him.
002669	
002670	this way:
002671	So
002672	pray
002673	
002674	Our Father
002675	
002676	
002677	in
002678	
002679	heaven,
002680	be honored,
002681	
002682	may your name
002683	
002684	come,
002685	
002686	may your kingdom
002687	
002688	be done
002689	
002690	may your will
002691	
002692	as
002693	it is in
002694	heaven.
002695	
002696	on
002697	earth
002698	
002699	bread,
002700	
002701	
002702	our daily
002703	Give us
002704	
002705	today
002706	
002707	and forgive us
002708	
002709	
002710	our debts,
002711	
002712	as
002713	
002714	
002715	we ourselves have forgiven
002716	
002717	our debtors.
002718	
002719	
002720	And do not
002721	lead us
002722	
002723	into
002724	temptation,
002725	but
002726	deliver us
002727	
002728	from
002729	
002730	the evil one.
002731	if
002732	“For
002733	you forgive
002734	
002735	others
002736	
002737	their sins,
002738	
002739	will also forgive you.
002740	
002741	
002742	
002743	Father
002744	
002745	
002746	your heavenly
002747	if
002748	But
002749	you do not
002750	forgive
002751	
002752	others,
002753	will not
002754	
002755	your Father
002756	
002757	forgive you
002758	
002759	your sins.
002760	
002761	“When
002762	
002763	you fast,
002764	do not
002765	look
002766	like
002767	
002768	the hypocrites,
002769	sullen
002770	unattractive
002771	for
002772	
002773	faces
002774	they make their
002775	so that
002776	will see
002777	
002778	people
002779	them fasting.
002780	the truth,
002781	I tell you
002782	
002783	they have
002784	
002785	their reward!
002786	
002787	
002788	
002789	When you fast,
002790	anoint
002791	
002792	
002793	your head
002794	
002795	
002796	your face,
002797	
002798	and wash
002799	so that
002800	it will not
002801	be obvious
002802	
002803	to others
002804	when you are fasting,
002805	but
002806	
002807	only to your Father
002808	
002809	
002810	who is in
002811	
002812	secret.
002813	
002814	
002815	And your Father,
002816	
002817	
002818	who sees
002819	in
002820	
002821	secret,
002822	will reward you.
002823	
002824	“Do not
002825	accumulate
002826	
002827	for yourselves treasures
002828	on
002829	
002830	earth,
002831	where
002832	moth
002833	
002834	and devouring insect
002835	destroy
002836	
002837	and where
002838	thieves
002839	break in
002840	
002841	and steal.
002842	accumulate
002843	But
002844	for yourselves
002845	treasures
002846	in
002847	heaven,
002848	where
002849	
002850	moth
002851	do not
002852	and devouring insect
002853	destroy,
002854	
002855	
002856	and thieves
002857	do not
002858	break in
002859	and
002860	steal.
002861	where
002862	For
002863	is,
002864	
002865	your treasure
002866	
002867	there
002868	will be also.
002869	
002870	
002871	your heart
002872	
002873	
002874	the lamp
002875	
002876	of the body.
002877	is
002878	
002879	“The eye
002880	If
002881	then
002882	is
002883	
002884	your eye
002885	
002886	healthy,
002887	your whole
002888	
002889	body
002890	
002891	full of light.
002892	will be
002893	if
002894	But
002895	
002896	your eye
002897	
002898	diseased,
002899	is
002900	your whole
002901	
002902	body
002903	
002904	full of darkness.
002905	will be
002906	If
002907	then
002908	
002909	the light
002910	
002911	in
002912	
002913	darkness,
002914	you is
002915	
002916	the darkness!
002917	how great is
002918	“No one
002919	can
002920	two
002921	masters,
002922	serve
002923	either
002924	for
002925	
002926	the one
002927	he will hate
002928	
002929	
002930	the other,
002931	and love
002932	or
002933	to the one
002934	he will be devoted
002935	
002936	
002937	the other.
002938	and despise
002939	
002940	You cannot
002941	God
002942	serve
002943	
002944	and money.
002945	
002946	“Therefore
002947	I tell you,
002948	
002949	do not
002950	worry
002951	
002952	about your life,
002953	
002954	what
002955	you will eat
002956	or
002957	
002958	drink,
002959	or
002960	
002961	about your body,
002962	
002963	what
002964	you will wear.
002965	Isn’t
002966	
002967	to life
002968	there more
002969	
002970	
002971	than food
002972	
002973	
002974	and more to the body
002975	
002976	than clothing?
002977	Look at
002978	into
002979	
002980	the birds
002981	
002982	in the sky:
002983	
002984	They do not
002985	sow,
002986	or
002987	reap,
002988	or
002989	gather
002990	
002991	barns,
002992	
002993	
002994	Father
002995	
002996	
002997	yet your heavenly
002998	feeds them.
002999	
003000	Aren’t you
003001	
003002	more
003003	valuable than they are?
003004	
003005	which
003006	And
003007	of
003008	
003009	you by worrying
003010	can
003011	add
003012	to
003013	
003014	his life?
003015	
003016	hour
003017	even one
003018	
003019	about
003020	clothing?
003021	Why
003022	do you worry
003023	Think
003024	
003025	the flowers
003026	
003027	of the field
003028	about how
003029	grow;
003030	they do not
003031	work
003032	or
003033	spin.
003034	I tell you
003035	Yet
003036	
003037	
003038	that not even
003039	Solomon
003040	in
003041	all
003042	
003043	his glory
003044	
003045	was clothed
003046	like
003047	one of these!
003048	
003049	if
003050	And
003051	
003052	grass,
003053	
003054	the wild
003055	today
003056	which is here
003057	
003058	and tomorrow
003059	into
003060	the fire to heat the oven,
003061	is tossed
003062	
003063	how God
003064	this is
003065	clothes
003066	won’t he clothe you
003067	even
003068	more,
003069	
003070	you people of little faith?
003071	don’t
003072	So then,
003073	worry
003074	saying,
003075	‘What
003076	will we eat?’
003077	or
003078	‘What
003079	will we drink?’
003080	or
003081	‘What
003082	will we wear?’
003083	
003084	For
003085	
003086	
003087	the unconverted
003088	pursue
003089	knows
003090	
003091	
003092	Father
003093	
003094	
003095	these things, and your heavenly
003096	
003097	that you need them.
003098	
003099	
003100	pursue
003101	But
003102	above all
003103	
003104	his kingdom
003105	
003106	
003107	
003108	
003109	and righteousness,
003110	
003111	
003112	
003113	and all
003114	these things will be given
003115	to you as well.
003116	do not
003117	So then,
003118	worry
003119	about
003120	
003121	tomorrow,
003122	
003123	for
003124	tomorrow
003125	will worry about
003126	itself.
003127	has enough
003128	
003129	Today
003130	
003131	trouble of its own.
003132	
003133	“Do not
003134	judge
003135	so that
003136	you will not
003137	be judged.
003138	by
003139	
003140	For
003141	the standard
003142	you judge
003143	you will be judged,
003144	
003145	
003146	
003147	and the measure
003148	you use
003149	will be the measure you receive.
003150	
003151	Why
003152	
003153	do you see
003154	
003155	the speck
003156	
003157	in
003158	
003159	eye,
003160	
003161	your brother’s
003162	
003163	
003164	but
003165	in your own?
003166	
003167	
003168	
003169	the beam of wood
003170	fail
003171	to see
003172	Or
003173	how
003174	can you say
003175	
003176	to your brother,
003177	
003178	‘Let
003179	me remove
003180	
003181	the speck
003182	from
003183	
003184	your eye,’
003185	
003186	
003187	while there
003188	
003189	is a beam
003190	in your own?
003191	
003192	
003193	
003194	You hypocrite!
003195	remove
003196	First
003197	from
003198	
003199	your own eye,
003200	
003201	
003202	the beam
003203	
003204	and then
003205	you can see clearly
003206	to remove
003207	
003208	the speck
003209	from
003210	
003211	eye.
003212	
003213	your brother’s
003214	
003215	Do not
003216	give
003217	
003218	what is holy
003219	
003220	to dogs
003221	or
003222	throw
003223	
003224	your pearls
003225	
003226	before
003227	
003228	pigs;
003229	otherwise
003230	they will trample them
003231	
003232	under
003233	
003234	their feet
003235	
003236	
003237	and turn around
003238	and tear
003239	you to pieces.
003240	“Ask
003241	
003242	and it will be given
003243	
003244	to you; seek
003245	
003246	and you will find;
003247	knock
003248	
003249	and the door will be opened for you.
003250	
003251	everyone
003252	For
003253	
003254	who asks
003255	receives,
003256	
003257	
003258	and the one who seeks
003259	finds,
003260	
003261	
003262	and to the one who knocks,
003263	the door will be opened.
003264	
003265	there anyone
003266	Is
003267	among you
003268	
003269	
003270	who,
003271	asks for
003272	
003273	if his son
003274	
003275	
003276	bread,
003277	a stone?
003278	will give him
003279	
003280	Or
003281	
003282	a fish,
003283	
003284	if he asks for
